,Id_hecho,N_VICTIMAS,FECHA_x,HORA,LUGAR_DEL_HECHO,TIPO_DE_CALLE,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA_x,ACUSADO,AÑO,FECHA_y,AAAA,MM,DD,ROL,VICTIMA_y,SEXO,EDAD,FECHA_FALLECIMIENTO
642,2021-0023,1,2021-03-01,9.0,"AU BUENOS AIRES LA PLATA  KM 4,5",AUTOPISTA,4,.,.,MOTO-CARGAS,MOTO,CARGAS,2021,2021-03-01,2021,3,1,CONDUCTOR,MOTO,MASCULINO,24,2021-03-01 00:00:00
643,2021-0024,1,2021-03-03,16.0,"PERON, EVA AV. y PIEDRA BUENA AV",AVENIDA,9,-58.49573651,-34.67006054,BICICLETA-CARGAS,BICICLETA,CARGAS,2021,2021-03-03,2021,3,3,CICLISTA,BICICLETA,MASCULINO,5,2021-03-03 00:00:00
644,2021-0025,1,2021-03-11,3.0,"PAZ, GRAL. AV. y DELLEPIANE, LUIS, TTE. GRAL",AVENIDA,8,-58.48695354,-34.68795245,MOTO-OTRO,MOTO,OTRO,2021,2021-03-11,2021,3,11,CONDUCTOR,MOTO,MASCULINO,37,2021-03-11 00:00:00
645,2021-0026,1,2021-03-15,2.0,"AU FRONDIZI ALTURA QUINQUELA MARTIN, BENITO",AUTOPISTA,4,-58.37562539,-34.64449357,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-03-15,2021,3,15,CONDUCTOR,MOTO,MASCULINO,36,2021-03-15 00:00:00
646,2021-0027,1,2021-03-16,15.0,"PAZ, GRAL. AV. y DONADO",AVENIDA,12,-58.49491054,-34.54795581,MOTO-CARGAS,MOTO,CARGAS,2021,2021-03-16,2021,3,16,CONDUCTOR,MOTO,FEMENINO,19,2021-03-16 00:00:00
647,2021-0028,1,2021-03-29,17.0,"COREA AV. y TORRES Y TENORIO, PRES",AVENIDA,7,-58.44147621,-34.64357704,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-03-29,2021,3,29,PEATON,PEATON,MASCULINO,SD,2021-03-29 00:00:00
648,2021-0029,1,2021-03-31,18.0,"FALCON, RAMON L., CNEL. Y SAN PEDRITO AV.",AVENIDA,7,-58.46899119,-34.63215432,AUTO-AUTO,AUTO,AUTO,2021,2021-03-31,2021,3,31,CONDUCTOR,AUTO,MASCULINO,26,2021-04-02 00:00:00
649,2021-0030,1,2021-04-03,18.0,FINOCHIETTO ENRIQUE DR. 1623,CALLE,4,-58.38685612,-34.63455776,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-04-03,2021,4,3,PEATON,PEATON,MASCULINO,36,2021-04-07 00:00:00
650,2021-0031,1,2021-04-07,10.0,9 DE JULIO AV. E INDEPENDENCIA AV.,AVENIDA,1,-58.38113667,-34.61765323,PEATON-CARGAS,PEATON,CARGAS,2021,2021-04-07,2021,4,7,PEATON,PEATON,FEMENINO,68,2021-04-11 00:00:00
651,2021-0032,1,2021-04-10,19.0,"AU CANTILO Y GUIRALDES, INT.",AUTOPISTA,13,-58.44112678,-34.54538956,PEATON-MOTO,PEATON,MOTO,2021,2021-04-10,2021,4,10,PEATON,PEATON,MASCULINO,60,2021-04-29 00:00:00
652,2021-0033,1,2021-04-14,17.0,AU 25 DE MAYO ALTURA BAJADA BOEDO AV.,AUTOPISTA,5,-58.41595919,-34.62743346,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-04-14,2021,4,14,CONDUCTOR,AUTO,MASCULINO,33,2021-04-14 00:00:00
653,2021-0034,1,2021-04-19,14.0,"ALCORTA, AMANCIO AV. y ZAVALETA",AVENIDA,4,-58.40184094,-34.64546845,MOTO-CARGAS,MOTO,CARGAS,2021,2021-04-19,2021,4,19,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,26,2021-04-19 00:00:00
654,2021-0035,1,2021-05-03,9.0,"JANER, ANA MARIA Y LAFUENTE AV.",AVENIDA,8,-58.44642231,-34.65679806,MOTO-CARGAS,MOTO,CARGAS,2021,2021-05-03,2021,5,3,CONDUCTOR,MOTO,MASCULINO,24,2021-05-03 00:00:00
655,2021-0036,1,2021-05-09,6.0,"PAZ, GRAL. AV. Y MOSCONI GENERAL AV.",AVENIDA,11,-58.52340614,-34.59798754,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-05-09,2021,5,9,CONDUCTOR,MOTO,MASCULINO,36,2021-05-09 00:00:00
656,2021-0037,1,2021-05-11,7.0,"MONROE Y BALBIN, RICARDO, DR. AV.",AVENIDA,13,-58.46649069,-34.56219075,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-05-11,2021,5,11,PEATON,PEATON,FEMENINO,58,2021-05-11 00:00:00
657,2021-0038,1,2021-05-14,11.0,"JUSTO, JUAN B. AV. Y SANTA FE AV.",AVENIDA,14,-58.42653328,-34.57816791,MOTO-CARGAS,MOTO,CARGAS,2021,2021-05-14,2021,5,14,CONDUCTOR,MOTO,FEMENINO,44,2021-05-14 00:00:00
658,2021-0039,1,2021-05-15,12.0,"OLIDEN Y ALBERDI, JUAN BAUTISTA AV.",AVENIDA,9,-58.50407099,-34.65303372,BICICLETA-AUTO,BICICLETA,AUTO,2021,2021-05-15,2021,5,15,CICLISTA,BICICLETA,MASCULINO,86,2021-06-05 00:00:00
659,2021-0040,1,2021-05-20,5.0,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",AVENIDA,13,-58.46743471,-34.53476874,MOTO-AUTO,MOTO,AUTO,2021,2021-05-20,2021,5,20,CONDUCTOR,MOTO,MASCULINO,27,2021-05-20 00:00:00
660,2021-0041,1,2021-05-20,8.0,DEL LIBERTADOR AV. Y CASARES AV.,AVENIDA,14,-58.40986646,-34.57728060,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-05-20,2021,5,20,PEATON,PEATON,MASCULINO,75,2021-05-20 00:00:00
661,2021-0042,1,2021-05-21,5.0,RIVADAVIA AV. 10900,AVENIDA,9,-58.51739138,-34.63931792,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-05-21,2021,5,21,PEATON,PEATON,MASCULINO,39,2021-05-21 00:00:00
662,2021-0043,1,2021-05-22,18.0,"ALBERDI, JUAN BAUTISTA AV. Y PILAR",AVENIDA,9,-58.50719962,-34.65556223,PEATON-AUTO,PEATON,AUTO,2021,2021-05-22,2021,5,22,PEATON,PEATON,MASCULINO,50,2021-05-22 00:00:00
663,2021-0044,1,2021-05-25,2.0,"PERON, EVA AV. Y ACOSTA, MARIANO",AVENIDA,9,-58.46712311,-34.64600222,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-05-25,2021,5,25,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,21,2021-05-25 00:00:00
664,2021-0045,1,2021-05-26,17.0,AU FRONDIZI Y SUAREZ AV.,AUTOPISTA,4,-58.37709334,-34.64035082,MULTIPLE,MOTO,MULTIPLE,2021,2021-05-26,2021,5,26,CONDUCTOR,MOTO,MASCULINO,22,2021-05-26 00:00:00
665,2021-0046,1,2021-05-31,2.0,EL CANO AV. Y GUZMAN AV.,AVENIDA,15,-58.46033141,-34.58569883,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-05-31,2021,5,31,PASAJERO_ACOMPAÑANTE,AUTO,MASCULINO,20,2021-05-31 00:00:00
666,2021-0047,1,2021-06-02,16.0,"VEDIA, AGUSTIN DE Y RABANAL, FRANCISCO, INTENDENTE AV.",AVENIDA,4,-58.42190745,-34.65633192,MOTO-AUTO,MOTO,AUTO,2021,2021-06-02,2021,6,2,CONDUCTOR,MOTO,MASCULINO,59,2021-06-02 00:00:00
667,2021-0048,1,2021-06-03,9.0,CAPDEVILLA Y CONGRESO AV.,AVENIDA,12,-58.49026573,-34.56981410,BICICLETA-AUTO,BICICLETA,AUTO,2021,2021-06-03,2021,6,3,CICLISTA,BICICLETA,MASCULINO,44,2021-06-23 00:00:00
668,2021-0049,1,2021-06-03,20.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. 4000",AVENIDA,8,-58.45410344,-34.66902702,AUTO-AUTO,AUTO,AUTO,2021,2021-06-03,2021,6,3,CONDUCTOR,AUTO,MASCULINO,74,2021-06-03 00:00:00
669,2021-0050,1,2021-06-10,13.0,DEL LIBERTADOR AV. 5958,AVENIDA,13,-58.44751621,-34.55719892,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,2021-06-10,2021,6,10,CONDUCTOR,MOTO,MASCULINO,56,2021-06-10 00:00:00
670,2021-0051,1,2021-06-15,19.0,27 DE FEBRERO AV. Y EREZCANO AV.,AVENIDA,4,-58.42040352,-34.66005171,PEATON-CARGAS,PEATON,CARGAS,2021,2021-06-15,2021,6,15,PEATON,PEATON,MASCULINO,73,2021-06-16 00:00:00
671,2021-0052,1,2021-06-20,5.0,"PAZ, GRAL. AV. 14723",AVENIDA,8,-58.49530249,-34.68010798,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-06-20,2021,6,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,19,2021-06-20 00:00:00
672,2021-0053,1,2021-06-20,12.0,CORRIENTES AV. 5783,AVENIDA,15,-58.44399875,-34.59477360,PEATON-BICICLETA,PEATON,BICICLETA,2021,2021-06-20,2021,6,20,PEATON,PEATON,MASCULINO,58,2021-06-30 00:00:00
673,2021-0054,1,2021-06-22,14.0,TABARE Y EREZCANO,CALLE,4,-58.42759813,-34.65463857,MOTO-CARGAS,MOTO,CARGAS,2021,2021-06-22,2021,6,22,CONDUCTOR,MOTO,MASCULINO,41,2021-06-22 00:00:00
674,2021-0055,1,2021-06-29,12.0,CORRIENTES AV. Y PUEYRREDOR AV.,AVENIDA,3,-58.40547222,-34.60456293,MOTO-CARGAS,MOTO,CARGAS,2021,2021-06-29,2021,6,29,PASAJERO_ACOMPAÑANTE,MOTO,MASCULINO,47,2021-06-29 00:00:00
675,2021-0056,1,2021-07-09,23.0,"CORRALES Y MORENO, PERITO AV.",AVENIDA,4,-58.42473018,-34.65008280,BICICLETA-AUTO,BICICLETA,AUTO,2021,2021-07-09,2021,7,9,CICLISTA,BICICLETA,MASCULINO,60,2021-07-09 00:00:00
676,2021-0057,1,2021-07-10,23.0,"AU ILLIA KM 3.2, ALTURA CABINAS DE PEAJE",AUTOPISTA,2,-58.39257023,-34.57563957,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-07-10,2021,7,10,CONDUCTOR,AUTO,MASCULINO,46,2021-07-10 00:00:00
677,2021-0058,1,2021-07-21,0.0,AV. GRAL. PAZ Y VEDIA,AVENIDA,12,-58.48941042,-34.54596153,PEATON-AUTO,PEATON,AUTO,2021,2021-07-21,2021,7,21,PEATON,PEATON,MASCULINO,24,2021-07-21 00:00:00
678,2021-0059,1,2021-07-22,1.0,"GARAY, JUAN DE AV. 2269",AVENIDA,3,-58.39640740,-34.62783085,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-07-22,2021,7,22,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,44,2021-07-22 00:00:00
679,2021-0060,1,2021-07-22,12.0,"SALGUERO, JERONIMO Y RIVADAVIA AV.",AVENIDA,5,-58.41971993,-34.61112240,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-07-22,2021,7,22,PEATON,PEATON,FEMENINO,80,2021-07-22 00:00:00
680,2021-0061,1,2021-07-24,9.0,"MORENO, PERITO AV. Y ALCORTA, AMANCIO AV.",AVENIDA,4,-58.40544588,-34.65012801,PEATON-CARGAS,PEATON,CARGAS,2021,2021-07-24,2021,7,24,PEATON,PEATON,FEMENINO,55,2021-07-24 00:00:00
681,2021-0062,1,2021-07-27,7.0,LA PLATA AV. 2723,AVENIDA,4,-58.42003882,-34.64645957,AUTO-CARGAS,AUTO,CARGAS,2021,2021-07-27,2021,7,27,CONDUCTOR,AUTO,MASCULINO,73,2021-07-27 00:00:00
682,2021-0063,1,2021-08-02,4.0,"ALBERDI, JUAN BAUTISTA AV. 2906",AVENIDA,7,-58.46851293,-34.63348678,AUTO-AUTO,AUTO,AUTO,2021,2021-08-02,2021,8,2,PASAJERO_ACOMPAÑANTE,AUTO,FEMENINO,31,2021-08-02 00:00:00
683,2021-0064,1,2021-08-02,20.0,"PAZ, GRAL. AV. Y TONELERO",AVENIDA,9,-58.52931141,-34.65422917,PEATON-CARGAS,PEATON,CARGAS,2021,2021-08-02,2021,8,2,PEATON,PEATON,MASCULINO,37,2021-08-03 00:00:00
684,2021-0065,1,2021-08-06,8.0,Av. SAN JUAN Y AV. LA PLATA,AVENIDA,6,-58.42675754,-34.62699730,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-08-06,2021,8,6,PEATON,PEATON,FEMENINO,63,2021-08-10 00:00:00
685,2021-0066,1,2021-08-06,20.0,Av. LOPE DE VEGA Y AV. GRAL. PAZ,AVENIDA,11,-58.52933723,-34.61098186,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-08-06,2021,8,6,PEATON,PEATON,MASCULINO,59,2021-08-09 00:00:00
686,2021-0067,1,2021-08-08,9.0,"AU FRONDIZI KM 2,9 (ALTURA BRASIL)",AUTOPISTA,1,-58.37910943,-34.62764718,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-08-08,2021,8,8,CONDUCTOR,MOTO,MASCULINO,27,2021-08-08 00:00:00
687,2021-0068,1,2021-08-15,6.0,"BEIRO, FRANCISCO AV. 5071",AVENIDA,11,-58.52161176,-34.61164474,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-08-15,2021,8,15,CONDUCTOR,MOTO,MASCULINO,39,2021-08-15 00:00:00
688,2021-0069,1,2021-08-20,17.0,AV. SANTA FE 3428,AVENIDA,14,-58.41354692,-34.58697680,PEATON-AUTO,PEATON,AUTO,2021,2021-08-20,2021,8,20,PEATON,PEATON,MASCULINO,17,2021-08-21 00:00:00
689,2021-0070,1,2021-08-28,8.0,"CHILAVERT, MARTINIANO, CORONEL Y VARELA AV.",AVENIDA,8,-58.43960781,-34.65470804,MOTO-CARGAS,MOTO,CARGAS,2021,2021-08-28,2021,8,28,CONDUCTOR,MOTO,MASCULINO,31,2021-08-28 00:00:00
690,2021-0071,1,2021-08-31,16.0,SAN LUIS 2730,CALLE,3,-58.40454610,-34.60003693,PEATON-MOTO,PEATON,MOTO,2021,2021-08-31,2021,8,31,PEATON,PEATON,MASCULINO,88,2021-09-01 00:00:00
691,2021-0072,1,2021-09-01,19.0,CALLAO AV. Y PARAGUAY,AVENIDA,2,-58.39303911,-34.59871111,PEATON-AUTO,PEATON,AUTO,2021,2021-09-01,2021,9,1,PEATON,PEATON,FEMENINO,57,2021-09-01 00:00:00
692,2021-0073,1,2021-09-18,12.0,"DEL LIBERTADOR AV. Y AGOTE, LUIS DR.",AVENIDA,2,-58.39391034,-34.58405348,BICICLETA-AUTO,BICICLETA,AUTO,2021,2021-09-18,2021,9,18,CICLISTA,BICICLETA,FEMENINO,76,2021-09-18 00:00:00
693,2021-0074,1,2021-09-20,15.0,"PAZ, GRAL. AV. Y BALBIN, RICARDO, DR. AV.",AVENIDA,12,-58.50073810,-34.54979510,MULTIPLE,MOTO,MULTIPLE,2021,2021-09-20,2021,9,20,CONDUCTOR,MOTO,MASCULINO,55,2021-09-20 00:00:00
694,2021-0075,1,2021-09-21,14.0,SALTA Y BRASIL,CALLE,1,-58.38281301,-34.62786038,PEATON-CARGAS,PEATON,CARGAS,2021,2021-09-21,2021,9,21,PEATON,PEATON,MASCULINO,65,2021-09-21 00:00:00
695,2021-0076,1,2021-10-16,6.0,"MORENO, PERITO AV. 2152",AVENIDA,7,-58.43980799,-34.65094083,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-10-16,2021,10,16,CONDUCTOR,MOTO,MASCULINO,31,2021-10-16 00:00:00
696,2021-0077,1,2021-10-18,7.0,DIRECTORIO AV. 1169,AVENIDA,6,-58.44402387,-34.62933109,MOTO-CARGAS,MOTO,CARGAS,2021,2021-10-18,2021,10,18,CONDUCTOR,MOTO,FEMENINO,31,2021-10-18 00:00:00
697,2021-0078,1,2021-10-23,6.0,INDEPENDENCIA AV. Y LA PLATA AV.,AVENIDA,6,-58.42779702,-34.62207347,MOTO-PASAJEROS,MOTO,PASAJEROS,2021,2021-10-23,2021,10,23,CONDUCTOR,MOTO,MASCULINO,22,2021-10-23 00:00:00
698,2021-0079,1,2021-10-25,3.0,TUCUMAN 3112,CALLE,3,-58.40944147,-34.60097942,PEATON-AUTO,PEATON,AUTO,2021,2021-10-25,2021,10,25,PEATON,PEATON,MASCULINO,SD,2021-10-25 00:00:00
699,2021-0080,1,2021-10-28,16.0,ARENALES Y 9 DE JULIO AV.,AVENIDA,1,-58.38277479,-34.59430160,MOTO-AUTO,MOTO,AUTO,2021,2021-10-28,2021,10,28,CONDUCTOR,MOTO,MASCULINO,32,2021-10-28 00:00:00
700,2021-0081,1,2021-11-02,13.0,AU FRONDIZI SUBIDA BRANDSEN,AUTOPISTA,4,-58.37627355,-34.63800916,MOTO-CARGAS,MOTO,CARGAS,2021,2021-11-02,2021,11,2,CONDUCTOR,MOTO,MASCULINO,26,2021-11-02 00:00:00
701,2021-0082,1,2021-11-06,4.0,AU 25 DE MAYO KM7 (ALTURA PASCO),AUTOPISTA,3,-58.39591856,-34.62453459,MOTO-AUTO,MOTO,AUTO,2021,2021-11-06,2021,11,6,CONDUCTOR,MOTO,MASCULINO,38,2021-11-06 00:00:00
702,2021-0083,1,2021-11-09,0.0,CABILDO AV. Y OLAZABAL,AVENIDA,13,-58.45829717,-34.56015762,MOTO-AUTO,MOTO,AUTO,2021,2021-11-09,2021,11,9,CONDUCTOR,MOTO,MASCULINO,30,2021-11-09 00:00:00
703,2021-0084,1,2021-11-11,3.0,TAPALQUE Y BRUIX AV.,AVENIDA,9,-58.49142611,-34.64584795,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,2021,2021-11-11,2021,11,11,CONDUCTOR,AUTO,MASCULINO,32,2021-11-11 00:00:00
704,2021-0085,1,2021-11-20,18.0,"PAZ, GRAL. AV. Y EZEIZA",AVENIDA,12,-58.51271409,-34.57786555,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,2021,2021-11-20,2021,11,20,CONDUCTOR,MOTO,MASCULINO,49,2021-11-20 00:00:00
705,2021-0086,1,2021-11-25,10.0,RIVADAVIA AV. Y PUAN,AVENIDA,6,-58.44864864,-34.62352826,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-11-25,2021,11,25,PEATON,PEATON,MASCULINO,75,2021-11-25 00:00:00
706,2021-0087,1,2021-11-27,11.0,ESMERALDA 1359,CALLE,1,-58.37795815,-34.59167894,PEATON-BICICLETA,PEATON,BICICLETA,2021,2021-11-27,2021,11,27,PEATON,PEATON,FEMENINO,73,2021-11-27 00:00:00
707,2021-0088,1,2021-12-01,15.0,AV. MOROE Y 3 DE FEBRERO,CALLE,13,-58.45531707,-34.55555257,MOTO-AUTO,MOTO,AUTO,2021,2021-12-01,2021,12,1,CONDUCTOR,MOTO,MASCULINO,45,2021-12-07 00:00:00
708,2021-0089,1,2021-12-02,1.0,AV. GAONA 3655,AVENIDA,11,-58.47633683,-34.62140594,MOTO-AUTO,MOTO,AUTO,2021,2021-12-02,2021,12,2,CONDUCTOR,MOTO,MASCULINO,41,2021-12-11 00:00:00
709,2021-0090,1,2021-12-10,11.0,AV. 9 DE JULIO Y LAVALLE,AVENIDA,1,-58.38188582,-34.60256036,PEATON-PASAJEROS,PEATON,PASAJEROS,2021,2021-12-10,2021,12,10,PEATON,PEATON,MASCULINO,73,2022-01-03 00:00:00
710,2021-0091,1,2021-12-11,23.0,BAIGORRIA Y VICTOR HUGO,CALLE,10,-58.51989389,-34.62284918,MOTO-AUTO,MOTO,AUTO,2021,2021-12-11,2021,12,11,CONDUCTOR,MOTO,MASCULINO,24,2021-12-11 00:00:00
711,2021-0092,1,2021-12-12,6.0,AV. RIVADAVIA Y AV. PUEYRREDON,AVENIDA,3,-58.40596860,-34.61011987,PEATON-AUTO,PEATON,AUTO,2021,2021-12-12,2021,12,12,PEATON,PEATON,FEMENINO,50,2021-12-12 00:00:00
712,2021-0093,1,2021-12-13,17.0,AV. RIESTRA Y MOM,AVENIDA,7,-58.43353773,-34.64561636,MOTO-AUTO,MOTO,AUTO,2021,2021-12-13,2021,12,13,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,18,2021-12-18 00:00:00
713,2021-0094,1,2021-12-20,1.0,AU DELLEPIANE Y LACARRA,AUTOPISTA,9,-58.46739825,-34.65117757,MOTO-AUTO,MOTO,AUTO,2021,2021-12-20,2021,12,20,PASAJERO_ACOMPAÑANTE,MOTO,FEMENINO,43,2021-12-20 00:00:00
714,2021-0095,1,2021-12-30,0.0,AV. GAONA Y TERRADA,AVENIDA,11,-58.47293407,-34.61984745,MOTO-CARGAS,MOTO,CARGAS,2021,2021-12-30,2021,12,30,CONDUCTOR,MOTO,MASCULINO,27,2022-01-02 00:00:00
715,2021-0096,1,2021-12-15,10.0,AV. EVA PERON 4071,AVENIDA,9,-58.47066794,-34.65021673,AUTO-CARGAS,AUTO,CARGAS,2021,2021-12-15,2021,12,15,CONDUCTOR,AUTO,MASCULINO,60,2021-12-20 00:00:00
716,2021-0097,1,2021-11-18,6.0,PADRE CARLOS MUJICA 709,CALLE,1,-58.37976155,-34.58679619,BICICLETA-AUTO,BICICLETA,AUTO,2021,2021-11-18,2021,11,18,CICLISTA,BICICLETA,MASCULINO,53,2021-11-19 00:00:00
